Heap,Given a binary tree, print all leaf nodes in a single traversal,https://www.geeksforgeeks.org/print-all-leaf-nodes-of-a-binary-tree-using-dfs-and-bfs/,Easy
Greedy,Activity Selection Problem,https://www.geeksforgeeks.org/activity-selection-problem-greedy-approach-set-2/,Easy
Greedy,Job Sequencing Problem,https://www.geeksforgeeks.org/job-sequencing-problem-set-1-greedy-algorithm/,Medium
Greedy,N meetings in one room,https://www.geeksforgeeks.org/n-meetings-in-one-room/,Medium
Greedy,Fractional Knapsack Problem,https://www.geeksforgeeks.org/fractional-knapsack-problem-greedy-approach/,Medium
Greedy,Greedy algorithm for Egyptian Fraction,https://www.geeksforgeeks.org/greedy-algorithm-for-egyptian-fraction/,Medium
Greedy,Greedy algorithm to find minimum number of coins,https://www.geeksforgeeks.org/greedy-algorithm-to-find-minimum-number-of-coins/,Easy
Greedy,Huffman Coding,https://www.geeksforgeeks.org/huffman-coding-greedy-algorithm/,Medium
Greedy,Minimum number of platforms required for a railway/bus station,https://www.geeksforgeeks.org/minimum-number-platforms-required-railwaybus-station/,Easy
Greedy,Minimum number of jumps to reach the end,https://www.geeksforgeeks.org/minimum-number-of-jumps-to-reach-end-of-a-given-array/,Medium
Greedy,Maximum meetings in one room,https://www.geeksforgeeks.org/maximum-meetings-in-one-room/,Medium
Greedy,Shop in Candy Store,https://www.geeksforgeeks.org/shop-candy-store-greedy-approach/,Easy
Greedy,Find maximum meetings in one room,https://www.geeksforgeeks.org/n-meetings-in-one-room/,Medium
Greedy,Maximum product subarray,https://www.geeksforgeeks.org/maximum-product-subarray/,Medium
Greedy,Minimum number of coins,https://www.geeksforgeeks.org/find-minimum-number-of-coins-that-make-a-given-value/,Easy
Greedy,Find the smallest number with given number of digits and sum of digits,https://www.geeksforgeeks.org/find-the-smallest-number-with-given-number-of-digits-and-sum-of-digits/,Medium
Greedy,Check if it is possible to survive on Island,https://www.geeksforgeeks.org/check-if-it-is-possible-to-survive-on-island/,Easy
Greedy,Buy maximum stocks,https://www.geeksforgeeks.org/buy-maximum-stocks-at-most-k-times/,Medium
Greedy,Maximum sum of non-adjacent elements,https://www.geeksforgeeks.org/maximum-sum-such-that-no-two-elements-are-adjacent/,Medium
Greedy,Smallest number,https://www.geeksforgeeks.org/find-the-smallest-number-with-given-number-of-digits-and-sum-of-digits/,Medium
Graph,DFS Traversal of a Graph,https://www.geeksforgeeks.org/depth-first-search-or-dfs-for-a-graph/,Easy
Graph,BFS Traversal of a Graph,https://www.geeksforgeeks.org/breadth-first-search-or-bfs-for-a-graph/,Easy
Graph,Detect cycle in an undirected graph,https://www.geeksforgeeks.org/detect-cycle-in-an-undirected-graph/,Medium
Graph,Detect cycle in a directed graph,https://www.geeksforgeeks.org/detect-cycle-in-a-directed-graph-using-dfs/,Medium
Graph,Topological sort,https://www.geeksforgeeks.org/topological-sorting/,Medium
Graph,Shortest path in a maze,https://www.geeksforgeeks.org/rat-in-a-maze-problem-with-multiple-steps-and-jumps/,Medium
Graph,Dijkstra's shortest path algorithm,https://www.geeksforgeeks.org/dijkstras-shortest-path-algorithm-greedy-algo-7/,Medium
Graph,Bellman-Ford algorithm,https://www.geeksforgeeks.org/bellman-ford-algorithm-simple-implementation/,Medium
Graph,Floyd Warshall Algorithm,https://www.geeksforgeeks.org/floyd-warshall-algorithm-dp-16/,Medium
Graph,Minimum spanning tree (MST) using Prim's algorithm,https://www.geeksforgeeks.org/prims-minimum-spanning-tree-mst-greedy-algo-5/,Medium
Graph,Minimum spanning tree (MST) using Kruskal's algorithm,https://www.geeksforgeeks.org/kruskals-minimum-spanning-tree-algorithm-greedy-algo-2/,Medium
Graph,Find the number of islands,https://www.geeksforgeeks.org/find-the-number-of-islands-using-bfs-or-dfs/,Medium
Graph,Clone a graph,https://www.geeksforgeeks.org/clone-an-undirected-graph/,Medium
Graph,Cheapest flights within K stops,https://www.geeksforgeeks.org/cheapest-flights-within-k-stops/,Medium
Graph,Strongly Connected Components (Kosaraju's Algorithm),https://www.geeksforgeeks.org/strongly-connected-components-kosarajus-algorithm-2/,Hard
Graph,Bridge in a graph,https://www.geeksforgeeks.org/bridge-in-a-graph/,Hard
Graph,Articulation points in a graph,https://www.geeksforgeeks.org/articulation-points-or-cut-vertices-in-a-graph/,Hard
Graph,Find a Mother Vertex in a graph,https://www.geeksforgeeks.org/find-a-mother-vertex-in-a-graph/,Medium
Graph,Find the number of operations to make a network connected,https://www.geeksforgeeks.org/number-of-operations-to-make-network-connected/,Medium
Graph,Find the number of triangles in a graph,https://www.geeksforgeeks.org/number-of-triangles-in-a-directed-and-undirected-graph/,Medium
Tree,Inorder Traversal of a tree,https://www.geeksforgeeks.org/inorder-tree-traversal-without-recursion/,Easy
Tree,Preorder Traversal of a tree,https://www.geeksforgeeks.org/preorder-tree-traversal/,Easy
Tree,Postorder Traversal of a tree,https://www.geeksforgeeks.org/postorder-tree-traversal/,Easy
Tree,Level order traversal,https://www.geeksforgeeks.org/level-order-tree-traversal/,Easy
Tree,Height of a tree,https://www.geeksforgeeks.org/write-a-c-program-to-find-the-height-of-a-tree/,Easy
Tree,Diameter of a tree,https://www.geeksforgeeks.org/diameter-of-a-binary-tree/,Medium
Tree,Mirror of a tree,https://www.geeksforgeeks.org/create-a-mirror-tree-from-a-given-binary-tree/,Easy
Tree,Inorder and Preorder traversals to build a tree,https://www.geeksforgeeks.org/construct-tree-from-given-inorder-and-preorder-traversals/,Medium
Tree,Check if a tree is balanced,https://www.geeksforgeeks.org/how-to-determine-if-a-binary-tree-is-balanced/,Medium
Tree,LCA of two nodes in a Binary Tree,https://www.geeksforgeeks.org/lowest-common-ancestor-in-a-binary-tree-set-1-introduction-and-naive-approach/,Medium
Tree,Find the maximum width of a tree,https://www.geeksforgeeks.org/maximum-width-of-a-binary-tree/,Medium
Tree,Check if a tree is a sum tree,https://www.geeksforgeeks.org/check-if-a-given-binary-tree-is-sumtree/,Medium
Tree,Convert a given Binary Tree to a Doubly Linked List,https://www.geeksforgeeks.org/convert-a-given-binary-tree-to-doubly-linked-list-set-4/,Medium
Tree,Find the number of leaves in a tree,https://www.geeksforgeeks.org/count-leaf-nodes-binary-tree/,Easy
Tree,Find the number of nodes in a tree,https://www.geeksforgeeks.org/count-number-of-nodes-in-a-binary-tree/,Easy
Tree,Kth largest element in BST,https://www.geeksforgeeks.org/kth-largest-element-in-bst-using-recursion-and-without-recursion/,Medium
Tree,Find the inorder successor of a node in BST,https://www.geeksforgeeks.org/inorder-successor-in-binary-search-tree/,Medium
Tree,Find the inorder predecessor of a node in BST,https://www.geeksforgeeks.org/inorder-predecessor-and-successor-for-a-given-key-in-bst/,Medium
Tree,Merge two BSTs with limited extra space,https://www.geeksforgeeks.org/merge-two-binary-search-trees-with-limited-extra-space/,Hard
Tree,Construct a BST from pre-order traversal,https://www.geeksforgeeks.org/construct-a-binary-search-tree-from-preorder-traversal/,Medium
Tree,LCA of two nodes in a BST,https://www.geeksforgeeks.org/lowest-common-ancestor-in-a-binary-search-tree/,Easy
Tree,Maximum sum path between two leaf nodes,https://www.geeksforgeeks.org/find-the-maximum-sum-leaf-to-root-path-in-a-binary-tree/,Medium
Tree,Check if two trees are identical,https://www.geeksforgeeks.org/check-if-two-trees-are-identical/,Easy
Tree,Check if a tree is a subtree of another tree,https://www.geeksforgeeks.org/check-if-a-binary-tree-is-subtree-of-another-binary-tree/,Easy
Tree,Find the largest BST in a Binary Tree,https://www.geeksforgeeks.org/find-the-largest-bst-subtree-in-a-given-binary-tree/,Medium
Tree,Convert BST to a balanced BST,https://www.geeksforgeeks.org/convert-normal-bst-balanced-bst/,Medium
Tree,Delete a node from BST,https://www.geeksforgeeks.org/binary-search-tree-set-2-delete/,Medium
Tree,Find the smallest and largest element in BST,https://www.geeksforgeeks.org/find-the-minimum-and-maximum-element-in-a-binary-search-tree/,Easy
Backtracking,Rat in a Maze Problem,https://www.geeksforgeeks.org/rat-in-a-maze-problem-with-multiple-steps-and-jumps/,Medium
Backtracking,N-Queen Problem,https://www.geeksforgeeks.org/n-queen-problem-backtracking-2/,Hard
Backtracking,Sudoku Solver,https://www.geeksforgeeks.org/sudoku-backtracking-7/,Hard
Backtracking,M-Coloring Problem,https://www.geeksforgeeks.org/m-coloring-problem-backtracking-5/,Hard
Backtracking,Combination Sum,https://www.geeksforgeeks.org/combination-sum/,Medium
Backtracking,Permutations of a string,https://www.geeksforgeeks.org/write-a-c-program-to-print-all-permutations-of-a-given-string/,Medium
Backtracking,Palindrome Partitioning,https://www.geeksforgeeks.org/given-a-string-print-all-possible-palindromic-partitions/,Medium
Backtracking,Find all possible paths from top left to bottom right of a m*n matrix,https://www.geeksforgeeks.org/count-all-possible-paths-from-top-left-to-bottom-right-of-a-m-x-n-matrix/,Easy
Backtracking,Find all combinations of k elements that sum to n,https://www.geeksforgeeks.org/find-all-combinations-that-sum-to-a-given-value/,Medium
Backtracking,Find all possible paths from top left to bottom right of a m*n matrix,https://www.geeksforgeeks.org/count-all-possible-paths-from-top-left-to-bottom-right-of-a-m-x-n-matrix/,Easy
Backtracking,The Knight's Tour problem,https://www.geeksforgeeks.org/the-knights-tour-problem-backtracking-1/,Hard
Dynamic Programming,Longest Common Subsequence,https://www.geeksforgeeks.org/longest-common-subsequence-dp-4/,Medium
Dynamic Programming,Longest Increasing Subsequence,https://www.geeksforgeeks.org/longest-increasing-subsequence-dp-3/,Medium
Dynamic Programming,Kadane's algorithm,https://www.geeksforgeeks.org/largest-sum-contiguous-subarray/,Medium
Dynamic Programming,Knapsack Problem,https://www.geeksforgeeks.org/knapsack-problem-dp-10/,Medium
Dynamic Programming,Edit Distance,https://www.geeksforgeeks.org/edit-distance-dp-5/,Medium
Dynamic Programming,Coin Change,https://www.geeksforgeeks.org/coin-change-dp-7/,Medium
Dynamic Programming,Matrix Chain Multiplication,https://www.geeksforgeeks.org/matrix-chain-multiplication-dp-8/,Hard
Dynamic Programming,Subset Sum Problem,https://www.geeksforgeeks.org/subset-sum-problem-dp-25/,Medium
Dynamic Programming,Minimum number of jumps to reach end,https://www.geeksforgeeks.org/minimum-number-of-jumps-to-reach-end-of-a-given-array/,Medium
Dynamic Programming,House Robber,https://www.geeksforgeeks.org/find-maximum-possible-stolen-value-houses/,Medium
Dynamic Programming,Longest Common Substring,https://www.geeksforgeeks.org/longest-common-substring-dp-29/,Medium
Dynamic Programming,Rod Cutting,https://www.geeksforgeeks.org/cutting-a-rod-dp-13/,Medium
Dynamic Programming,Longest Palindromic Subsequence,https://www.geeksforgeeks.org/longest-palindromic-subsequence-dp-28/,Medium
Dynamic Programming,Count all palindromic substrings,https://www.geeksforgeeks.org/count-all-palindromic-subsequences-in-a-string/,Medium
Dynamic Programming,Partition problem,https://www.geeksforgeeks.org/partition-problem-dp-18/,Medium
Dynamic Programming,Maximum sum of non-adjacent elements,https://www.geeksforgeeks.org/maximum-sum-such-that-no-two-elements-are-adjacent/,Medium
Dynamic Programming,Ugly Numbers,https://www.geeksforgeeks.org/ugly-numbers/,Medium
Dynamic Programming,Word Break Problem,https://www.geeksforgeeks.org/word-break-problem-dp-32/,Hard
Dynamic Programming,Longest Increasing Subsequence with Sum,https://www.geeksforgeeks.org/longest-increasing-subsequence-with-sum/,Medium
Trie,Implement a Trie,https://www.geeksforgeeks.org/trie-insert-and-search/,Medium
Trie,Find all words in a trie,https://www.geeksforgeeks.org/find-all-words-in-a-trie/,Medium
Trie,Count of distinct substrings,https://www.geeksforgeeks.org/count-of-distinct-substrings-using-trie/,Medium
